Domain Name,Domain,Control_ID,Control_Desc,Control_Scope,Control_Owner,Control_Operator,Control_Type,Control_Type
Data Classification,DC,DC-CS-5,"A Record Retention Policy and accompanying governing documents have been defined, documented and communicated to appropriate individuals, in accordance with applicable laws, regulations, and contractual obligations. The Policy and governing documents are reviewed, updated as necessary, and approved on at least an annual basis.",Baseline,,,Enterprise,Administrative
Data Classification,DC,DC-CS-6,A risk based process to discover and protect or remove data at rest in repositories is defined and implemented. ,Baseline,,,Enterprise,Technical
Governance,GV,GV-CS-1,"Appropriate safeguards to protect The Company personnel and data and to comply with applicable laws, regulations, customer contracts, and industry standards relating to information security are implemented and documented within The Company's Information Security Policy (""Policy""). The Policy is reviewed on at least an annual basis.",Baseline,,,Enterprise,Administrative
Governance,GV,GV-CS-2,"A comprehensive information security management program, including defined roles and responsibilities has been established, implemented and communicated. The Information Security Management Program is documented, maintained and approved.",Baseline,,,Enterprise,Administrative
Governance,GV,GV-CS-3,"The Company employs a Chief Information Security Officer who is responsible for implementing, maintaining, and monitoring The Company's Information Security Management Program.",Baseline,,,Enterprise,Administrative
Governance,GV,GV-CS-4,"The Company employs an Information Security Officer or equivalent for each of its business units who is responsible for implementing, maintaining, and monitoring The Company's Information Security Management Program at the business unit level.",Baseline,,,Enterprise,Administrative
Governance,GV,GV-CS-5,Reporting is provided to The Company Board of Directors and the Technology Committee on the adequacy of the Information Security Management Program and The Company's security posture at least annually.,Baseline,,,Enterprise,Administrative
Governance,GV,GV-CS-6,"Variances in the implementation of a policy statement, standard, control or technical requirement are identified, documented, tracked, managed, remediated as appropriate, and approved, where required.",Baseline,,,Enterprise,Administrative
Governance,GV,GV-CS-7,The Company assesses the Information Security Management Program at planned intervals.,Baseline,,,Enterprise,Administrative
Governance,GV,GV-CS-8,"Management performs information security related due diligence procedures, which include assessments of the information security environment, on target companies, prior to acquisition.",Baseline,,,Enterprise,Administrative
Governance,GV,GV-CS-9,"Upon acquisition of new companies, management develops an integration plan that includes implementation or enhancement of information security controls. A Company project team is assigned that regularly monitors and oversees the integration to ensure that progress is being made without undue delay, and where feasible.",Baseline,,,Enterprise,Administrative
Governance,GV,GV-CS-10,"Prior to integration, the Company assesses the impact of the Acquired Entities' information security safeguards (e.g., running vulnerability scans, assessing access control processes, and assessing change control processes) on the Company Information Security Management Program.  The Company creates a plan to address high risks to the Company Information Security Management Program without undue delay.",Baseline,,,Enterprise,Administrative
Governance,GV,GV-CS-11,"A privacy program based on company-wide privacy principles and a privacy charter is formally defined, documented, and implemented.",Baseline,,,Enterprise,Administrative
Governance,GV,GV-CS-12,"External privacy notice(s) are developed, documented, and published detailing how the organization processes personal data. The external privacy notice(s) are reviewed, updated and approved on at least an annual basis.",Baseline,,,Enterprise,Administrative
Governance,GV,GV-CS-13,The Company provides to relevant parties the third party assessor's information security management program assessment report. ,Baseline,,,Enterprise,Administrative
Governance,GV,GV-CS-14,"For The Company systems deployed in its FedRAMP boundaries, a system security plan is established, maintained, and updated on a [INSERT TIME FRAME] basis. ",FedRAMP Extended,,,Enterprise,Administrative
Governance,GV,GV-CS-15,"For The Company systems deployed in its FedRAMP boundaries, for any weaknesses or deficiencies noted during the assessment, a Plan of Action and Milestone is established, maintained, and updated on a [INSERT TIME FRAME] basis.",FedRAMP Extended,,,Enterprise,Administrative
Human Resources ,HR,HR-CS-1,Background and drug screening is performed on employees per company policy.,Baseline,,,Enterprise,Administrative
Human Resources ,HR,HR-CS-2,Background and drug screening is performed on contractors per company policy. ,Baseline,,,Enterprise,Administrative
Human Resources ,HR,HR-CS-3,The Company maintains worker termination procedures which are required to be initiated in the appropriate HR portal within [INSERT NUMBER] hours of termination date.,Baseline,,,Enterprise,Administrative
Human Resources ,HR,HR-CS-4,The Company employees complete onboarding procedures prior to the employee's start date.,Baseline,,,Enterprise,Administrative
Human Resources ,HR,HR-CS-5,"For The Company systems deployed, The Company maintains a Sanctions Process that is a two-tier administrative process and is designed to evaluate allegations. ",FedRAMP Extended,,,Enterprise,Administrative
Identity Management and Access Controls,AC,AC-CS-1,Enterprise User Accounts are provisioned when an approved request has been documented.,Baseline,,,Enterprise,Administrative
Identity Management and Access Controls,AC,AC-CS-2,Organizational Users are only provisioned with system and application access when an approved request has been documented.,Baseline,,,System Specific,Technical
Identity Management and Access Controls,AC,AC-CS-3,Privileged accounts for Organizational Users are provisioned when an approved request has been documented.,Baseline,,,System Specific,Technical
Identity Management and Access Controls,AC,AC-CS-4,"Organizational User accounts that are managed by an Enterprise Directory Service are disabled or deleted when no longer necessary, upon termination, or upon notification from an authorized party.",Baseline,,,Enterprise,Technical
Identity Management and Access Controls,AC,AC-CS-5,"Organizational User accounts that are not managed by an Enterprise Directory Service are disabled or deleted when no longer necessary, upon termination, or upon notification from an authorized party.",Baseline,,,System Specific,Technical
Identity Management and Access Controls,AC,AC-CS-6,The Company enforces security requirements for Organizational User accounts and credentials that are managed by an Enterprise Directory Service.,Baseline,,,Enterprise,Technical
Identity Management and Access Controls,AC,AC-CS-7,The Company enforces security requirements for Organizational User accounts and credentials that are not managed by an Enterprise Directory Service.,Baseline,,,System Specific,Technical
Identity Management and Access Controls,AC,AC-CS-8,The Company requires multi-factor authentication for remote network access.,Baseline,,,Enterprise,Technical
Identity Management and Access Controls,AC,AC-CS-9,The Company requires multi-factor authentication based on the risk associated with the type of account and access.,Baseline,,,System Specific,Technical
Identity Management and Access Controls,AC,AC-CS-10,[INSERT USER TYPE] access is certified by appropriate management on a [INSERT TIME FRAME] basis.,Baseline,,,System Specific,Administrative
Identity Management and Access Controls,AC,AC-CS-11,[INSERT USER TYPE] creation is permitted when appropriate approvals are obtained.,Baseline,,,System Specific,Administrative
Identity Management and Access Controls,AC,AC-CS-12,[INSERT USER TYPE] and access are provisioned by an authorized party.,Baseline,,,System Specific,Technical
Identity Management and Access Controls,AC,AC-CS-13,[INSERT USER TYPE] access is removed or disabled upon notification from an authorized party.,Baseline,,,System Specific,Technical
Identity Management and Access Controls,AC,AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,Baseline,,,System Specific,Technical
Identity Management and Access Controls,AC,AC-CS-15,Security requirements for [INSERT USER TYPE] and credentials are enforced.,Baseline,,,System Specific,Technical
Identity Management and Access Controls,AC,AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,Baseline,,,System Specific,Technical
Identity Management and Access Controls,AC,AC-CS-17,Consumers are properly identified before a [INSERT USER TYPE] is created.,Baseline,,,System Specific,Technical
Incident Response Planning,IR,IR-CS-1,The Company maintains operational plans for incident response and recovery activities. ,Baseline,,,Enterprise,Administrative
Incident Response Planning,IR,IR-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,Baseline,,,Enterprise,Technical
Incident Response Planning,IR,IR-CS-3,The Company tests its security incident response capability biannually and updates its plans as needed. ,Baseline,,,Enterprise,Technical
Incident Response Planning,IR,IR-CS-4,The Company conducts post security incident analysis and updates plans or procedures if areas for improvement are identified. ,Baseline,,,Enterprise,Technical
Incident Response Planning,IR,IR-CS-5,The Company reports security incidents to the CISO and Board of Directors (or subcommittee) based on severity and in accordance with the Security Incident Response Plan. ,Baseline,,,Enterprise,Technical
Security Continuous Monitoring ,CM,CM-CS-1,The Company has established roles and responsibilities for monitoring security events and responding to detected threat activity.,Baseline,,,Enterprise,Administrative
Security Continuous Monitoring ,CM,CM-CS-2,The Company monitors internal personnel activity to detect potential cybersecurity incidents.,Baseline,,,Enterprise,Technical
Security Continuous Monitoring ,CM,CM-CS-3,The Company monitors third-party personnel activity to detect potential cybersecurity incidents.,Baseline,,,Enterprise,Technical
Security Continuous Monitoring ,CM,CM-CS-4,"Monitoring for unauthorized connections, devices, and software is performed.",Baseline,,,Enterprise,Technical
Security Continuous Monitoring ,CM,CM-CS-5,Technologies and processes are in place to detect and remediate operational issues with security detection tools.,Baseline,,,Enterprise,Administrative
Security Continuous Monitoring ,CM,CM-CS-6,The Company tests the efficacy of security detection tools and remediates identified issues on  [INSERT TIME CADENCE].,Baseline,,,Enterprise,Technical
Security Continuous Monitoring ,CM,CM-CS-7,The Company networks are monitored to detect threat activity.,Baseline,,,Enterprise,Technical
Security Continuous Monitoring ,CM,CM-CS-8,The Company applications are monitored to detect threat activity.,Baseline,,,Enterprise,Technical
Security Continuous Monitoring ,CM,CM-CS-9,The Company endpoints are monitored to detect malicious code and detect threat activity.,Baseline,,,Enterprise,Technical
Security Continuous Monitoring ,CM,CM-CS-10,The Company has threat detection and prevention capabilities for inbound email.,Baseline,,,Enterprise,Technical
Security Continuous Monitoring ,CM,CM-CS-11,"The Company maintains a logging and alerting infrastructure to collect audit logs from in-scope networks, systems, and applications and to monitor those audit logs for evidence of threat activity.",Baseline,,,Enterprise,Administrative
Security Continuous Monitoring ,CM,CM-CS-12,The Company collects and stores audit logs in accordance with applicable data governance and retention requirements.,Baseline,,,Enterprise,Technical
Security Continuous Monitoring ,CM,CM-CS-13,"The Company determines audit log sources, collection requirements, and monitoring priorities using an established risk methodology.",Baseline,,,Enterprise,Administrative
Security Continuous Monitoring ,CM,CM-CS-14,The Company uses a security event and incident management system to analyze audit logs and detect threat activity.,Baseline,,,Enterprise,Technical
Security Continuous Monitoring ,CM,CM-CS-15,"The Company has guidance for creating, storing, and transmitting audit logs for networks, systems, and applications.",Baseline,,,Enterprise,Administrative
Security Continuous Monitoring ,CM,CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,Baseline,,,System Specific,Technical
Security Continuous Monitoring ,CM,CM-CS-17,Application Owners enroll externally facing applications to be behind a web application firewall.,Baseline,,,System Specific,Technical
Fraud Monitoring ,FM,FM-CS-1,The Company has a documented strategy which defines a risk based process to monitor consumer access to applications to detect fraud activity. ,Baseline,,,Enterprise,Administrative
Fraud Monitoring ,FM,FM-CS-2,The Company tests the efficacy of fraud monitoring tools on a [INSERT TIME FRAME] basis and remediates identified issues.,Baseline,,,Enterprise,Administrative
Network Infrastructure,NI,NI-CS-1,The Company maintains network diagrams and documentation describing the network topology which are reviewed and updated as needed. ,Baseline,,,Enterprise,Administrative
Network Infrastructure,NI,NI-CS-2,The Company configures network devices to mitigate network security threats. ,Baseline,,,Enterprise,Technical
Network Infrastructure,NI,NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",Baseline,,,Enterprise,Technical
Network Infrastructure,NI,NI-CS-4,The Company permits external network connections from its network through boundary protection devices or services.,Baseline,,,Enterprise,Technical
Network Infrastructure,NI,NI-CS-5,The Company monitors its network for performance and capacity to maintain availability. ,Baseline,,,Enterprise,Technical
Network Infrastructure,NI,NI-CS-6,"The Company regularly reviews and revises its segmentation strategy, policies, and methods on a [INSERT TIME FRAME] basis. ",Baseline,,,Enterprise,Administrative
Network Infrastructure,NI,NI-CS-7,The Company physically or logically separates its network based on function and class of data. ,Baseline,,,Enterprise,Technical
Network Infrastructure,NI,NI-CS-8,"The Company separates its network by function with the user network segmented from production, non-production and internet-facing networks. Network design and implementation considers the principles of least privilege. ",Baseline,,,Enterprise,Technical
Network Infrastructure,NI,NI-CS-9,The Company implements and maintains controls to identify and prevent unauthorized devices from accessing its physical network. ,Baseline,,,Enterprise,Technical
Network Infrastructure,NI,NI-CS-10,The Company implements and maintains controls to identify and prevent unauthorized devices from accessing its wireless network. ,Baseline,,,Enterprise,Technical
Network Infrastructure,NI,NI-CS-11,The Company implements and maintains controls to identify and prevent unauthorized devices from remotely accessing the network. ,Baseline,,,Enterprise,Technical
Physical Security,PS,PS-CS-1,The Company maintains a physical security standard which contains requirements for physical controls. ,Baseline,,,Enterprise,Administrative
Physical Security,PS,PS-CS-2,The Company performs Physical Security Assessments for all facilities on a [INSERT TIME FRAME] basis. ,Baseline,,,Enterprise,Physical
Physical Security,PS,PS-CS-3,The Company performs Physical Penetration Tests for [INSERT TIER LEVEL] facilities on a [INSERT TIME FRAME] basis. ,Baseline,,,Enterprise,Physical
Physical Security,PS,PS-CS-4,Electronic Access Control Systems (ACS) are used to secure [INSERT TIER LEVEL] facilities. ,Baseline,,,Enterprise,Physical
Physical Security,PS,PS-CS-5,The Company supervisors approve physical access requests before physical access is granted. ,Baseline,,,Enterprise,Technical
Physical Security,PS,PS-CS-6,Physical Access reviews are performed in accordance with the Access Management Team Review Process. ,Baseline,,,Enterprise,Technical
Physical Security,PS,PS-CS-7,Physical badge access is deprovisioned within [INSERT TIME FRAME] of notification of termination of an employee or contractor. ,Baseline,,,Enterprise,Technical
Physical Security,PS,PS-CS-8,Visitors at all [INSERT TIER LEVEL] facilities are required to sign-in on an approved visitor log or register in an electronic visitor management system. ,Baseline,,,Enterprise,Physical
Physical Security,PS,PS-CS-9,The Company uses video surveillance systems at [INSERT TIER LEVEL] facilities. ,Baseline,,,Enterprise,Physical
Physical Security,PS,PS-CS-10,The Company has designed and implemented environmental controls to protect information systems at all [INSERT TIER LEVEL] facilities. ,Baseline,,,Enterprise,Physical
Patch Management,PM,PM-CS-1,The Company has a Patch Supervisor and Patch Management Group (PMG) responsible for supervising and reporting on patching.,Baseline,,,Enterprise,Administrative
Patch Management,PM,PM-CS-2,The Company provides training on patch management policies and procedures on a [INSERT TIME FRAME] basis.,Baseline,,,Enterprise,Administrative
Patch Management,PM,PM-CS-3,The Company performs a biannual assessment of its management and implementation of security updates and patches.,Baseline,,,Enterprise,Administrative
Patch Management,PM,PM-CS-4,"Patches are identified, assessed, and documented as they are made available by vendors.",Baseline,,,System Specific,Administrative
Patch Management,PM,PM-CS-5,"Patch deployment is prioritized, initiated, completed, and documented per timeline requirements.",Baseline,,,System Specific,Technical
Patch Management,PM,PM-CS-6,"The Company documents, reports, and escalates patch status, progress, risks, and issues.",Baseline,,,Enterprise,Administrative
Patch Management,PM,PM-CS-7,System images and baseline build configurations are updated to include the latest available patches.,Baseline,,,Enterprise,Technical
Patch Management,PM,PM-CS-8,The Company maintains a patch management solution to manage software patches.,Baseline,,,System Specific,Administrative
Patch Management,PM,PM-CS-9,Application or System Owners verify that patches are successfully deployed.,Baseline,,,System Specific,Technical
Project Planning,PP,PP-CS-1,"A security strategy is established, documented, maintained, communicated and reviewed [INSERT TIME FRAME].",Baseline,,,Enterprise,Administrative
Project Planning,PP,PP-CS-2,"A budgeting process to fund security and technology capital and operational expenditures, including ensuring the security and technology organizations are adequately staffed and funded, has been defined and implemented.",Baseline,,,Enterprise,Administrative
Project Planning,PP,PP-CS-3,"The System Development Life Cycle (SDLC) methodology and supporting processes and tools are defined, maintained, reviewed and approved on a [INSERT TIME FRAME] basis.",Baseline,,,Enterprise,Administrative
Project Planning,PP,PP-CS-4,System development and information security roles and responsibilities are defined and communicated.,Baseline,,,Enterprise,Administrative
Project Planning,PP,PP-CS-5,"The organization controls changes to systems within the System Development Life Cycle (SDLC) through formal, documented, and implemented change control procedures that incorporate information security considerations.",Baseline,,,System Specific,Administrative
Project Planning,PP,PP-CS-6,Use of production data in non-production environments is prohibited.,Baseline,,,System Specific,Administrative
Project Planning,PP,PP-CS-7,Production environments are logically separate from non-production environments.,Baseline,,,System Specific,Technical
Project Planning,PP,PP-CS-8,"Organizational communication and data flows (i.e. system designs,  data flow diagrams) for applications and systems are documented and updated [INSERT TIME FRAME].",Baseline,,,System Specific,Administrative
Project Planning,PP,PP-CS-9,"A Privacy strategy is established, documented, maintained, communicated and reviewed [INSERT TIME FRAME].",Baseline,,,Enterprise,
Project Planning,PP,PP-CS-10,"A budgeting process to fund Privacy capital and operational expenditures, including ensuring the Privacy organization is adequately staffed and funded, has been defined and implemented.",Baseline,,,Enterprise,
Risk Management,RM,RM-CS-1,Organizational risk target/goals is presented to The Company Board of Directors.,Baseline,,,Enterprise,Administrative
Risk Management,RM,RM-CS-2,The Company Board of Directors reviews and approves the Core Security Risk Assessment on a [INSERT TIME FRAME] basis. ,Baseline,,,Enterprise,Administrative
Risk Management,RM,RM-CS-3,"The Company performs an Enterprise Security Risk Assessment to assess internal and external risks to the security, confidentiality, or integrity of personal information that could result in the unauthorized disclosure, misuse, loss, alteration, destruction, or other compromise of such information and documents those risks that are material. ",Baseline,,,Enterprise,Administrative
Risk Management,RM,RM-CS-4,The Company performs an Enterprise Threat Vector Assessment which includes the identification of key controls designed to mitigate risk of enterprise threat vectors.,Baseline,,,Enterprise,Administrative
Risk Management,RM,RM-CS-5,The Company maintains an Asset Risk Assessment Methodology which defines asset risk assessment lifecycle steps.,Baseline,,,Enterprise,Administrative
Risk Management,RM,RM-CS-6,The Company determines technology assets' Inherent Risk Rating (IRR).,Baseline,,,Enterprise,Administrative
Risk Management,RM,RM-CS-7,The Company performs technology asset Security Risk Assessments (SRAs) on a [INSERT TIME FRAME] basis. ,Baseline,,,Enterprise,Administrative
Risk Management,RM,RM-CS-8,The Company communicates technology assets' security issue results and recommendations to appropriate stakeholders for resolution. ,Baseline,,,Enterprise,Administrative
Risk Management,RM,RM-CS-9,The Company maintains a list of security controls which are reviewed and approved on a [INSERT TIME FRAME] basis. ,Baseline,,,Enterprise,Administrative
Risk Management,RM,RM-CS-10,The Company performs an Enterprise Privacy Risk Assessment to assess the internal and external risks to the processing of personal data on a [INSERT TIME FRAME] basis.,Baseline,,,Enterprise,Administrative
Risk Management,RM,RM-CS-11,"For The Company systems deployed in its FedRAMP boundaries, The Company performs a FIPS 199 analysis and categorization on an annual basis. ",FedRAMP Extended,,,Enterprise,Administrative
Security Training,ST,ST-CS-1,The Company requires new employees to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,Baseline,,,Enterprise,Administrative
Security Training,ST,ST-CS-2,The Company requires new contractors to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,Baseline,,,Enterprise,Administrative
Security Training,ST,ST-CS-3,The Company requires all employees to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur. Employees have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,Baseline,,,Enterprise,Administrative
Security Training,ST,ST-CS-4,The Company requires contractors to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur.  Contractors have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,Baseline,,,Enterprise,Administrative
Security Training,ST,ST-CS-5,The Company requires additional Security Awareness Training based on job role [INSERT TIME FRAME].,Baseline,,,Enterprise,Administrative
Security Training,ST,ST-CS-6,The Company's Board receives Security Awareness training on [INSERT TIME FRAME].,Baseline,,,Enterprise,Administrative
Security Training,ST,ST-CS-7,New and existing employees (based on job role) receive [INSERT SPECIFIC TRAINING MODULE] training prior to starting their roles and responsibilities. Non-completions are handled pursuant to the Mandatory Training Policy. ,Baseline,,,Enterprise,Administrative
Security Training,ST,ST-CS-8,The Company security training curriculum is developed and updated as needed based on current threats and industry best practices.,Baseline,,,Enterprise,Administrative
Threat Detection,TD,TD-CS-1,The Threat Intelligence team collects and analyzes threat information from open source and human intelligence sources. ,Baseline,,,Enterprise,Technical
Threat Detection,TD,TD-CS-2,"The Threat Intelligence team sources and provides actionable threat information, such as indicators of compromise, to relevant parties to enable monitoring for cyber threats. ",Baseline,,,Enterprise,Technical
Threat Detection,TD,TD-CS-3,The Threat Intelligence Team provides threat intelligence and recommendations to implement countermeasures to appropriate parties as deemed necessary by management.,Baseline,,,Enterprise,Technical
Threat Detection,TD,TD-CS-4,The Company maintains an Insider Threat Program that includes a cross-discipline Insider Threat Incident Handling Team. ,Baseline,,,Enterprise,Administrative
Vendor Relations,VR,VR-CS-1,"The Company's Vendor Relations Oversight Program, including defined roles and responsibilities and supporting documentation is defined, implemented, approved, reviewed, and revised, [INSERT TIME FRAME].",Baseline,,,Enterprise,Administrative
Vendor Relations,VR,VR-CS-2,"The Company conducts appropriate due diligence procedures, in accordance with The Company's formal Vendor Relations Oversight Program, prior to entering into contractual agreements with third parties.",Baseline,,,Enterprise,Administrative
Vendor Relations,VR,VR-CS-3,"The Company identifies, assigns, documents and maintains third party compliance risk ratings, in accordance with procedures performed under The Company's formal Vendor Relations Oversight Program.",Baseline,,,Enterprise,Administrative
Vendor Relations,VR,VR-CS-4,"A contract is signed between The Company and the vendor detailing the roles and responsibilities of each party, including information security requirements. The contract is reviewed and approved by Legal.",Baseline,,,Enterprise,Administrative
Vendor Relations,VR,VR-CS-5,An inventory of The Company's approved vendors is defined and formally maintained.,Baseline,,,Enterprise,Administrative
Vendor Relations,VR,VR-CS-6,A risk based process to credential The Company clients is defined and implemented.,Baseline,,,Enterprise,Administrative
Vendor Relations,VR,VR-CS-7,"A risk based process to review the admissibility of an The Company Client's permissible purpose, in alignment with product consumption is in place.",Baseline,,,Enterprise,Administrative
Vendor Relations,VR,VR-CS-8,The Company conducts training on credentialing program standards and procedures on a [INSERT TIME FRAME] basis.,Baseline,,,Enterprise,Administrative
Vendor Relations,VR,VR-CS-9,"A risk based process to review, assess, and monitor a third party's information security safeguards is defined and implemented.",Baseline,,,Enterprise,Administrative
Vendor Relations,VR,VR-CS-10,Material changes to existing third party relationships require reassessment in accordance with The Company's Vendor Relations Oversight Program.,Baseline,,,Enterprise,Administrative
Vulnerability Management,VM,VM-CS-1,The Company receives and analyzes vulnerability information to determine applicability and potential impact to The Company assets. ,Baseline,,,Enterprise,Administrative
