Domain Name,Domain,TR_ID,Sub_TR_Order,Sub_TR_Indent,Sub_TR_ID,TR_Description,TR_Scope
Configuration Controls,CC,CC-TR-500,2,1,CC-TR-500.2,Enable device storage encryption in accordance with Technical Requirements,Baseline
Configuration Controls,CC,CC-TR-500,3,1,CC-TR-500.3,The Company approved [INSERT TYPE] patches are installed,Baseline
Configuration Controls,CC,CC-TR-500,4,1,CC-TR-500.4,Security agents and software are loaded as defined in Technical Requirements,Baseline
Configuration Controls,CC,CC-TR-500,5,1,CC-TR-500.5,The Company End Point team installs base applications,Baseline
Configuration Controls,CC,CC-TR-600,0,0,,Before deployment into the environment network devices are configured following a documented process:,Baseline
Configuration Controls,CC,CC-TR-600,1,1,CC-TR-600.1,Devices are updated with the latest The Company approved vendor software,Baseline
Configuration Controls,CC,CC-TR-600,2,1,CC-TR-600.2,Devices are configured according to The Company approved requirements,Baseline
Configuration Controls,CC,CC-TR-610,0,0,,"For The Company systems deployed in its FedRAMP boundaries, perimeter network devices are configured to fail securely in the event of an operational failure.",FedRAMP Extended
Configuration Controls,CC,CC-TR-620,0,0,,"For The Company systems deployed in its FedRAMP boundaries, The Company configures network devices to terminate the network connection associated with a communications session at the end of the session or after 30 minutes of inactivity.",FedRAMP Extended
Configuration Controls,CC,CC-TR-700,0,0,,"Prior to being made available to end users, mobile devices are configured by a documented process:",Baseline
Configuration Controls,CC,CC-TR-700,1,1,CC-TR-700.1,Mobile devices are assigned to an individual user,Baseline
Configuration Controls,CC,CC-TR-700,2,1,CC-TR-700.2,Mobile devices do not allow direct access to data center environments,Baseline
Configuration Controls,CC,CC-TR-700,3,1,CC-TR-700.3,Mobile device operating systems are updated to a version actively supported and released by the device manufacturer within 6 months,Baseline
Configuration Controls,CC,CC-TR-700,4,1,CC-TR-700.4,Mobile devices are only permitted if the manufacturer is approved by Information Technology,Baseline
Configuration Controls,CC,CC-TR-700,5,1,CC-TR-700.5,Device storage encryption is enabled in accordance with Technical Requirements,Baseline
Configuration Controls,CC,CC-TR-700,6,1,CC-TR-700.6,Devices require a minimum of [INSERT NUMBER] character passwords for authentication,Baseline
Configuration Controls,CC,CC-TR-700,7,1,CC-TR-700.7,Biometric authentication is permitted unless explicitly disallowed for device by Information Technology,Baseline
Configuration Controls,CC,CC-TR-700,8,1,CC-TR-700.8,Employee registers mobile devices to The Mobile Device Management System,Baseline
Configuration Controls,CC,CC-TR-800,0,0,,The Company configuration baselines are created using well known sources. Baselines are created by technology owners and approved by Information Security. ,Baseline
Configuration Controls,CC,CC-TR-800,1,1,CC-TR-800.1,The Company configuration baselines reflect the most restrictive mode consistent with operational requirements.,Baseline
Configuration Controls,CC,CC-TR-800,2,1,CC-TR-800.2,"Disables unnecessary functions, ports, protocols, and services",Baseline
Configuration Controls,CC,CC-TR-810,0,0,,"The baseline procedures document contains procedures to identify items that need to be configured in non-production and production environments, processes for implementation of configuration baselines, as well as documenting roles and responsibilities.",Baseline
Configuration Controls,CC,CC-TR-900,0,0,,The Company reviews baseline configurations [INSERT TIME FRAME] and updates them upon significant changes as appropriate. Updates include:,Baseline
Configuration Controls,CC,CC-TR-900,1,1,CC-TR-900.1,Applicable patches prior to deployment whenever feasible,Baseline
Configuration Controls,CC,CC-TR-900,2,1,CC-TR-900.2,Vendor best practices,Baseline
Configuration Controls,CC,CC-TR-900,3,1,CC-TR-900.3,Benchmark frameworks,Baseline
Configuration Controls,CC,CC-TR-900,4,1,CC-TR-900.4,"For The Company systems deployed in its FedRAMP boundaries, The Company will evaluate and as appropriate, incorporate FedRAMP Program Management Office directives in its baselines",FedRAMP Extended
Configuration Controls,CC,CC-TR-1000,0,0,,The Company documents the latest approved software versions in the standards documents or service catalogs.,Baseline
Configuration Controls,CC,CC-TR-1010,0,0,,"The Company employs a deny-all, permit by exception policy to ensure authorized software is permitted to execute in its FedRAMP boundaries. ",FedRAMP Extended
Configuration Controls,CC,CC-TR-1100,0,0,,The Company uses standardized software images:,Baseline
Configuration Controls,CC,CC-TR-1100,1,1,CC-TR-1100.1,"Images are created by technology teams based on requirements with guidance from vendors, industry, and security input",Baseline
Configuration Controls,CC,CC-TR-1100,2,1,CC-TR-1100.2,"Automated mechanisms are used to maintain up-to-date, complete, accurate, and readily available baseline configurations where feasible",Baseline
Configuration Controls,CC,CC-TR-1100,3,1,CC-TR-1100.3,Requirements for image creation and use may vary due to system requirements between teams and business units,Baseline
Configuration Controls,CC,CC-TR-1100,3,1,CC-TR-1100.4,"Images contain vendor supported, licensed, and approved software",Baseline
Configuration Controls,CC,CC-TR-1110,0,0,,The Company maintains at least a previous baseline configuration to support rollback,Baseline
Configuration Controls,CC,CC-TR-1200,0,0,,The Company restricts access to configuration management tools and software packages to those required to operate the tools.,Baseline
Configuration Controls,CC,CC-TR-1300,0,0,,"The Company requires that all new images and updates to images are tested, reviewed, and approved prior to deployment.",Baseline
Configuration Controls,CC,CC-TR-1400,0,0,,"Passwords, tokens, and SSH keys are stored in authorized secrets management systems and not in baseline configurations.",Baseline
Configuration Controls,CC,CC-TR-1500,0,0,,Security scans for deviations to baseline configurations and reports issues through the vulnerability management process,Baseline
Configuration Controls,CC,CC-TR-1510,0,0,,"The Company uses automated mechanisms to centrally manage, apply, and verify baseline configuration settings for systems under configuration management, where feasible.",Baseline
Configuration Controls,CC,CC-TR-1600,0,0,,"Default passwords are changed, disabled, or removed in configuration baselines.",Baseline
Configuration Controls,CC,CC-TR-1700,0,0,,The Company operates and maintains File Integrity Monitoring (FIM) tools,Baseline
Configuration Controls,CC,CC-TR-1700,1,1,CC-TR-1700.1,The Company scans for file changes [INSERT TIME FRAME],Baseline
Configuration Controls,CC,CC-TR-1700,1,2,CC-TR-1700.1.1,[INSERT TIME FRAME] scans are required when the scan tool and the system being scanned can support the increased load without impairing function,Baseline
Configuration Controls,CC,CC-TR-1700,2,1,CC-TR-1700.2,The Company creates notifications and reports file integrity changes to Technology and Security Incident Response Teams,Baseline
Configuration Controls,CC,CC-TR-1700,3,1,CC-TR-1700.3,The Company responds to file changes within established response SLAs,Baseline
Configuration Controls,CC,CC-TR-1700,4,1,CC-TR-1700.4,"The Company monitors externally-facing servers for unauthorized changes of files, including the following file types: critical operating system files, critical application files, and configuration files. ",Baseline
Configuration Controls,CC,CC-TR-1700,5,1,CC-TR-1700.5,"For The Company's systems deployed in its PCI environments, The Company monitors servers for unauthorized changes of files, including the following file types: critical operating system files, critical application files, and configuration files. ",PCI Extended
Configuration Controls,CC,CC-TR-1700,6,1,CC-TR-1700.6,The Company maintains and operates processes and technologies for updating FIM rule sets,Baseline
Configuration Controls,CC,CC-TR-1700,7,1,CC-TR-1700.7,The Company maintains and operates processes and technologies that onboard assets.,Baseline
Configuration Controls,CC,CC-TR-1700,8,1,CC-TR-1700.8,Agents are installed as required for compliance with organizational and regulatory standards and policies,Baseline
Configuration Controls,CC,CC-TR-1800,0,0,,The Company operates and maintains compliance scanning tools to:,Baseline
Configuration Controls,CC,CC-TR-1800,1,1,CC-TR-1800.1,Alert on out of compliance services or hosts that are found,Baseline
Configuration Controls,CC,CC-TR-1800,2,1,CC-TR-1800.2,Scan systems for compliance with approved configuration baseline,Baseline
Configuration Controls,CC,CC-TR-1800,3,1,CC-TR-1800.3,Perform both agent based and agentless compliance scanning where technically feasible ,Baseline
Configuration Controls,CC,CC-TR-1800,4,1,CC-TR-1800.4,Scan network devices for compliance with approved baseline standards,Baseline
Configuration Controls,CC,CC-TR-1800,5,1,CC-TR-1800.5,Scan cloud management platforms for configuration compliance violations,Baseline
Configuration Controls,CC,CC-TR-1800,6,1,CC-TR-1800.6,Scan cloud tools and infrastructure components for compliance violations,Baseline
Configuration Controls,CC,CC-TR-1800,8,1,CC-TR-1800.7,"Generate reports, logs, and event history",Baseline
Configuration Controls,CC,CC-TR-1900,0,0,,"The Company systems adhere to the principle of least privilege for granting elevated privilege accounts to users of workstations, servers, and network devices. ",Baseline
Configuration Controls,CC,CC-TR-1900,1,1,CC-TR-1900.1,Administrative access or elevated privileges for accounts on end user workstations are managed through The Company's approved privileged access management system.,Baseline
Configuration Controls,CC,CC-TR-2000,0,0,,The Company application teams build and deploy applications and systems only to environments running The Company established configuration baselines.,Baseline
Configuration Controls,CC,CC-TR-2010,0,0,,"The Company configures its systems and applications to provide only essential capabilities and prohibits or restricts the use of the functions, ports, protocols, and/or services as defined in baselines and service catalogs.",Baseline
Configuration Controls,CC,CC-TR-2020,0,0,,The Company maintains separate execution domain for each executing process and implements memory safeguards to protect memory from unauthorized code execution,Baseline
Configuration Controls,CC,CC-TR-2030,0,0,,The Company systems are configured to display an interactive system banner during login.,Baseline
Configuration Controls,CC,CC-TR-2040,0,0,,The Company devices are uniquely identified and tagged according to Technical Requirements before being deployed into the environment.,Baseline
Network Infrastructure,NI,NI-TR-100,0,0,,Components of The Company network infrastructure are recorded in the IT Asset Management platform in accordance with the Technical Requirements.,Baseline
Network Infrastructure,NI,NI-TR-200,0,0,,Components of The Company network infrastructure are configured in accordance with the Technical Requirements.,Baseline
Network Infrastructure,NI,NI-TR-300,0,0,,Components of The Company network infrastructure are configured to send logs to the enterprise logging platform in accordance with the Technical Requirements.,Baseline
Network Infrastructure,NI,NI-TR-400,0,0,,"Access to network management devices, including but not limited to, firewalls, load balancers, routers, and switches, are configured to use an Authentication, Authorization, and Accounting (AAA) solution and are restricted to authorized personnel in accordance with the Technical Requirements.",Baseline
Network Infrastructure,NI,NI-TR-410,0,0,,The Company configures interfaces to deny network communications traffic by default and allows network communications traffic by documented request.,Baseline
Network Infrastructure,NI,NI-TR-500,0,0,,"Configuration changes to The Company network infrastructure are documented, reviewed, and approved in accordance with the Technical Requirements.",Baseline
Network Infrastructure,NI,NI-TR-600,0,0,,Services or operational entities not under the direct management of The Company or its authorized delegate are isolated from The Company network by a firewall and/or other appropriate means approved by Security.,Baseline
Network Infrastructure,NI,NI-TR-610,0,0,,"For The Company systems deployed in its FedRAMP boundaries, The Company limits the number and methods of external network connections to its systems.",FedRAMP Extended
Network Infrastructure,NI,NI-TR-620,0,0,,"For The Company systems deployed in its FedRAMP boundaries:  The Company authorizes connections from the information system to other information systems through the use of Interconnection Security Agreements. The Company documents, for each interconnection, the interface characteristics, security requirements, and the nature of the information communicated. The Company reviews and updates Interconnection Security Agreements as appropriate.",FedRAMP Extended
Network Infrastructure,NI,NI-TR-700,0,0,,Network diagrams showing the topology of The Company network are reviewed and updated upon significant changes to the network environment.,Baseline
Network Infrastructure,NI,NI-TR-800,0,0,,Network documentation includes a description of routing controls and configurations.,Baseline
Network Infrastructure,NI,NI-TR-900,0,0,,Components of The Company network infrastructure are appropriately monitored to facilitate troubleshooting and the detection of performance issues and outages.,Baseline
Network Infrastructure,NI,NI-TR-900,1,1,NI-TR-900.1,"Tools and processes are in place to ensure effective prevention, detection, and monitoring of denial of service attacks and remediation of such attacks upon identification",Baseline
Network Infrastructure,NI,NI-TR-910,0,0,,The Company leverages primary and alternate telecommunications service agreements that contain priority-of-service provisions to maintain availability for its FedRAMP environment. This redundancy is applicable for Tiers as appropriate by Technical Requirements.,FedRAMP Extended
Network Infrastructure,NI,NI-TR-1000,0,0,,Logging and alerting mechanisms are in place for configuration changes to The Company network infrastructure.,Baseline
Network Infrastructure,NI,NI-TR-1100,0,0,,"The Company Network Operators regularly evaluate, and, as appropriate, restrict or disable any unnecessary ports/protocols on the network.",Baseline
Network Infrastructure,NI,NI-TR-1100,1,1,NI-TR-1100.1,Access Control Lists that have had no activity for  [INSERT TIME FRAME] are disabled.,Baseline
Network Infrastructure,NI,NI-TR-1100,2,1,NI-TR-1100.2,Access Control Lists that have had no activity for [INSERT TIME FRAME] are removed if no request to re-enable is received,Baseline
Network Infrastructure,NI,NI-TR-1100,3,1,NI-TR-1100.3,The Company implements a risk based approach to reviewing interconnectivity rulesets on [INSERT TIME FRAME] basis ,Baseline
Network Infrastructure,NI,NI-TR-1110,0,0,,"For The Company systems deployed in its FedRAMP boundaries: The Company Network Operators [INSERT TIME FRAME] identify any unnecessary ports/protocols on the network. The Company configures interfaces to deny network communications traffic by default and allows network communications traffic by documented request. Access Control Lists that have had no activity for  [INSERT TIME FRAME] are disabled. Access Control Lists that have had no activity for  [INSERT TIME FRAME] are removed if no request to re-enable is received",FedRAMP Extended
Network Infrastructure,NI,NI-TR-1200,0,0,,"The Network Team implements and maintains appropriate route filters on peering connections to ensure unauthorized routes are not inadvertently, or maliciously, introduced into The Company Network.",Baseline
Network Infrastructure,NI,NI-TR-1300,0,0,,"The Company ensures that internet traffic leaving The Company user networks is, at minimum, subjected to the following minimum security controls:",Baseline
Network Infrastructure,NI,NI-TR-1300,1,1,NI-TR-1300.1,Layer 3/4/7 Traffic Filtering,Baseline
Network Infrastructure,NI,NI-TR-1300,2,1,NI-TR-1300.2,"Network threat detection and prevention monitoring requirements, as defined in the Technical Requirements.",Baseline
Network Infrastructure,NI,NI-TR-1300,3,1,NI-TR-1300.3,Layer 3/4/7 Logging and Analysis (Connection & Metadata),Baseline
Network Infrastructure,NI,NI-TR-1400,0,0,,"The Company ensures that internet traffic leaving The Company data center networks is, at minimum, subjected to the following security controls:",Baseline
Network Infrastructure,NI,NI-TR-1400,1,1,NI-TR-1400.1,Layer 3/4/7 Traffic Filtering,Baseline
Network Infrastructure,NI,NI-TR-1400,2,1,NI-TR-1400.2,"Network threat detection and prevention monitoring requirements, as defined in the Technical Requirements. ",Baseline
Network Infrastructure,NI,NI-TR-1500,0,0,,"The Company ensures that internet traffic entering The Company data center networks is, at minimum, subjected to the following security controls:",Baseline
Network Infrastructure,NI,NI-TR-1500,1,1,NI-TR-1500.1,Layer 3/4/7 Traffic Filtering,Baseline
Network Infrastructure,NI,NI-TR-1500,2,1,NI-TR-1500.2,"Network threat detection and prevention monitoring requirements, as defined in the Technical Requirements..",Baseline
Network Infrastructure,NI,NI-TR-1600,0,0,,Traffic connections that enter The Company network are inspected by an intrusion detection/prevention system (IDS/IPS) or have a host-based IPS (HIPS) deployed.,Baseline
Network Infrastructure,NI,NI-TR-1600,1,1,NI-TR-1600.1,Encrypted traffic is decrypted for inspection.,Baseline
Network Infrastructure,NI,NI-TR-1700,0,0,,"Externally facing web applications, services, or APIs are protected by a Web Application Firewall (WAF).",Baseline
Network Infrastructure,NI,NI-TR-1800,0,0,,The Company's network segmentation strategy has defined measures of success which are reviewed and updated annually or as needed.,Baseline
Network Infrastructure,NI,NI-TR-1900,0,0,,Network segmentation is accomplished using one or more of the following approved network boundary protection mechanisms:,Baseline
Network Infrastructure,NI,NI-TR-1900,1,1,NI-TR-1900.1,Network-based firewall,Baseline
Network Infrastructure,NI,NI-TR-1900,2,1,NI-TR-1900.2,Host-based firewall,Baseline
Network Infrastructure,NI,NI-TR-1900,3,1,NI-TR-1900.3,"For The Company systems deployed in its PCI environments, network-based firewalls shall be stateful.",PCI Extended
Network Infrastructure,NI,NI-TR-2000,0,0,,The Company networks are segmented by function:,Baseline
Network Infrastructure,NI,NI-TR-2000,1,1,NI-TR-2000.1,End-user,Baseline
Network Infrastructure,NI,NI-TR-2000,2,1,NI-TR-2000.2,Data centers,Baseline
Network Infrastructure,NI,NI-TR-2100,0,0,,End-user networks are logically or physically segmented by function:,Baseline
Network Infrastructure,NI,NI-TR-2100,1,1,NI-TR-2100.1,End-user wired,Baseline
Network Infrastructure,NI,NI-TR-2100,2,1,NI-TR-2100.2,End-user wireless,Baseline
Network Infrastructure,NI,NI-TR-2100,3,1,NI-TR-2100.3,Voice (VOIP),Baseline
Network Infrastructure,NI,NI-TR-2200,0,0,,End-user networks are sedmented from the networks where the end-user infrastructure stack resides.,Baseline
Network Infrastructure,NI,NI-TR-2300,0,0,,Data center networks are logically or physically segmented by function:,Baseline
Network Infrastructure,NI,NI-TR-2300,1,1,NI-TR-2300.1,Production,Baseline
Network Infrastructure,NI,NI-TR-2300,2,1,NI-TR-2300.2,Non-production,Baseline
Network Infrastructure,NI,NI-TR-2300,3,1,NI-TR-2300.3,Management,Baseline
Network Infrastructure,NI,NI-TR-2300,4,1,NI-TR-2300.4,Back office,Baseline
Network Infrastructure,NI,NI-TR-2310,0,0,,"For The Company systems deployed in its FedRAMP boundaries, Security Tools are logically or physically segmented.",FedRAMP Extended
Network Infrastructure,NI,NI-TR-2400,0,0,,The Company implements a tiered architecture for internet-facing systems and applications.,Baseline
Network Infrastructure,NI,NI-TR-2400,1,1,NI-TR-2400.1,"At each tier, access is restricted to the layers connected to it.",Baseline
Network Infrastructure,NI,NI-TR-2500,0,0,,The Company implements network segmentation in compliance with regulatory requirements.,Baseline
Network Infrastructure,NI,NI-TR-2600,0,0,,[REMOVED DUE TO SENSITIVITY],Baseline
Network Infrastructure,NI,NI-TR-2700,0,0,,Data centers require that assets are confirmed as being owned by The Company or an authorized third-party prior to being permitted to enter the facility.,Baseline
Network Infrastructure,NI,NI-TR-2800,0,0,,Remote access protection mechanisms include the following:,Baseline
Network Infrastructure,NI,NI-TR-2800,1,1,NI-TR-2800.1,Validation that anti-malware software is running and has updated signatures,Baseline
Network Infrastructure,NI,NI-TR-2800,2,1,NI-TR-2800.2,Requests for remote access are documented and approved in accordance with the Technical Requirements.,Baseline
Network Infrastructure,NI,NI-TR-2800,3,1,NI-TR-2800.3,"Multi-factor authentication, in accordance with the Technical Requirements.",Baseline
Network Infrastructure,NI,NI-TR-2800,4,1,NI-TR-2800.4,Cryptographic mechanisms to protect the confidentiality and integrity of remote access sessions. Cryptographic mechanisms used are compliant with the Technical Requirements,Baseline
Network Infrastructure,NI,NI-TR-2800,5,1,NI-TR-2800.5,"A company-authorized and pre-configured remote client  (jump box, Bastion, Virtual Desktop Infrastructure (VDI), Virtual Private Network (VPN)) on The Company owned assets with remote access capabilities.",Baseline
Network Infrastructure,NI,NI-TR-2800,6,2,NI-TR-2800.5.1,VPN clients on endpoints are configured to route network traffic through The Company corporate network.,Baseline
Network Infrastructure,NI,NI-TR-2800,7,1,NI-TR-2800.6,Remote access is monitored in accordance with the Technical Requirements,Baseline
Network Infrastructure,NI,NI-TR-2810,0,0,,"For The Company systems deployed in its FedRAMP boundaries, The Company provides the capability to disconnect or disable remote access to its systems within  [INSERT TIME FRAME].",FedRAMP Extended
Network Infrastructure,NI,NI-TR-2820,0,0,,"For The Company systems deployed in its FedRAMP boundaries, The Company uses bastion hosts to limit connections into its cloud environments.",FedRAMP Extended
Network Infrastructure,NI,NI-TR-2900,0,0,,The Company configures wireless networks in accordance with the requirements listed below:,Baseline
Network Infrastructure,NI,NI-TR-2900,1,1,NI-TR-2900.1,The Company wireless networks are monitored to identify and prevent unauthorized access.,Baseline
Network Infrastructure,NI,NI-TR-2900,2,1,NI-TR-2900.2,The Company monitors for and disables network access to unauthorized access points upon identification.,Baseline
Network Infrastructure,NI,NI-TR-2900,3,1,NI-TR-2900.3,The Company wireless networks for corporate use are designed to meet the following:,Baseline
Network Infrastructure,NI,NI-TR-2900,4,2,NI-TR-2900.3.1,"Disallow the use of Wired Equivalent Privacy (WEP), Wi-Fi Protected Access (WPA) protocols, or Pre-Shared Keys (PSK)",Baseline
Network Infrastructure,NI,NI-TR-2900,5,2,NI-TR-2900.3.2,Connections only from authorized devices,Baseline
Network Infrastructure,NI,NI-TR-2900,6,2,NI-TR-2900.3.3,"Advanced Encryption Standard (AES) encryption and Wi-Fi Protected Access 2 (WPA2) protection, or other current industry leading wireless protection methods.",Baseline
Network Infrastructure,NI,NI-TR-2900,7,2,NI-TR-2900.3.4,Authentication protocols such as Extensible Authentication Protocol-Transport Layer Security (EAP/TLS).,Baseline
Network Infrastructure,NI,NI-TR-2900,8,1,NI-TR-2900.4,The Company wireless networks for guest use are designed to meet the following:,Baseline
Network Infrastructure,NI,NI-TR-2900,9,2,NI-TR-2900.4.1,Disallow the use of Wired Equivalent Privacy (WEP) or Wi-Fi Protected Access (WPA) protocols.,Baseline
Network Infrastructure,NI,NI-TR-2900,10,2,NI-TR-2900.4.2,Advanced Encryption Standard (AES) encryption and Wi-Fi Protected Access 2 (WPA2) protection or other current industry leading wireless protection methods,Baseline
Network Infrastructure,NI,NI-TR-2900,11,2,NI-TR-2900.4.3,Authentication protocols such as Extensible Authentication Protocol-Transport Layer Security (EAP/TLS),Baseline
Network Infrastructure,NI,NI-TR-2900,12,2,NI-TR-2900.4.4,Segmented from The Company internal networks,Baseline
Network Infrastructure,NI,NI-TR-2900,13,2,NI-TR-2900.4.5,Prevent direct access to The Company internal network(s),Baseline
Network Infrastructure,NI,NI-TR-2900,14,2,NI-TR-2900.4.6,Enforce client isolation on the wireless network,Baseline
Network Infrastructure,NI,NI-TR-2910,0,0,,"For The Company systems deployed in its FedRAMP boundaries, The Company restricts split tunneling over VPNs in the boundary to prevent the remote devices from simultaneously establishing non-remote connections and connections to resources in external networks.",FedRAMP Extended
Network Infrastructure,NI,NI-TR-2920,0,0,,The Company establishes a FedRAMP boundary to restrict scope of compliance inside its cloud environments.,FedRAMP Extended
Network Infrastructure,NI,NI-TR-2930,0,0,,"The boundary contains federal data, metadata including logs.",FedRAMP Extended
Network Infrastructure,NI,NI-TR-2940,0,0,,"The boundary contains systems that support The Company applications inside the boundary, including security tools, access tools, and technology tools.",FedRAMP Extended
Network Infrastructure,NI,NI-TR-2950,0,0,,"Interconnections between The Company's FedRAMP boundary and other systems may be established when needed.  Each connection has a documented need, and is to a system of FedRAMP or comparable security posture.",FedRAMP Extended
Network Infrastructure,NI,NI-TR-2960,0,0,,The Company implements secure name address resolution on its external URLs that are used to connect to The Company FedRAMP environments.,FedRAMP Extended
Asset Management,AM,AM-TR-100,0,0,,The Company maintains an inventory of assets and configuration items.,Baseline
Asset Management,AM,AM-TR-200,0,0,,"The Company uses manual processes and, where practicable, automated tool(s) to regularly inventory and classify, manage inventory disposition and maintain reports on assets.",Baseline
Asset Management,AM,AM-TR-300,0,0,,"The Company validates the completeness and accuracy of the hardware and software assets maintained within the asset inventory, including corresponding configuration items and asset attributes. The inventory is updated as necessary following execution of internal processes.",Baseline
Asset Management,AM,AM-TR-310,0,0,,"The inventory of The Company systems deployed in its FedRAMP boundaries is updated at least [INSERT TIME FRAME], following the execution of internal processes including but not limited to component or system installation, removals, and updates,  and when there is a system change.",FedRAMP Extended
Asset Management,AM,AM-TR-400,0,0,,"The Company maintains an asset inventory, which includes both software and hardware assets.",Baseline
Asset Management,AM,AM-TR-400,1,1,AM-TR-400.1,"Physical hardware asset attributes documented include: Asset Tag, Company, Serial Number, Model, Model Category, State, Assigned To (where applicable), Physical Location, Support Group, End of Service Life, and Link to the Configuration Item (where applicable)",Baseline
Asset Management,AM,AM-TR-400,2,1,AM-TR-400.2,"Software asset attributes documented include: Publisher, Product Classification, Product, Product Type, Version, and End of Service Life",Baseline
Asset Management,AM,AM-TR-500,0,0,,"The Company maintains a configuration items (CI) inventory, which includes Application Servers, Virtual Servers, Database Servers, Storage, Business Services, and Business Applications. The following attributes are documented for each type of configuration item:",Baseline
Asset Management,AM,AM-TR-500,1,1,AM-TR-500.1,"Application Servers: Name, Managed By, Category, Support Group, Version, Port Number, IP Address",Baseline
Asset Management,AM,AM-TR-500,2,1,AM-TR-500.2,"Servers: OS Domain, Operating System, OS Version, OS Service Pack, Host Name, Disk Space, Chassis Type, RAM, CPU Manufacturer, CPU Type, CPU Speed, CPU Count, CPU Core Count, IP Address, Software Installations, Running Processes",Baseline
Asset Management,AM,AM-TR-500,3,1,AM-TR-500.3,"Database Servers: Name, Type, Version, Support Group, IP Address",Baseline
Asset Management,AM,AM-TR-500,4,1,AM-TR-500.4,"Storage Servers: Name, Manufacturer, Location, Manufacturer, Asset Tag, Model ID, OS Version, Support Group, Serial Number, IP Address",Baseline
Asset Management,AM,AM-TR-500,5,1,AM-TR-500.5,"Business Services: Name, Owned By, Business Criticality, Version, Environment, Operational Status, Service Classification, Approval Group, Support Group, Managed By (Individual), Service Level Agreement (SLA), Location",Baseline
Asset Management,AM,AM-TR-500,6,1,AM-TR-500.6,"Business Application: Application Name, Status - (e.g., Lifecycle stage), Customer Type, Internet Facing Web App (Yes / No), Application Type, Architecture Type, Business Owner, IT Application Owner, Business Unit, Alliance, Tribe, Approval group, Assignment Group (i.e., group assigned to manage the CI), If the Configuration Item is in-scope for Regulatory and Compliance Audits, Data Classification, Recovery Time Objective, Data Volume, Data Residency Restrictions, Security Control Restriction, Inherent Risk Rating, Service Account Password Management, and SSH and RDP Multi-Factor Authentication",Baseline
Asset Management,AM,AM-TR-600,0,0,,Hardware technology asset acquisitions must be requested and approved using The Company's approved procurement process(es).,Baseline
Asset Management,AM,AM-TR-700,0,0,,"Hardware and software purchases shall be made available with a record of IT assets acquired, which should include necessary elements to receive items into the asset management repository.",Baseline
Asset Management,AM,AM-TR-900,0,0,,"Application Owners shall ensure that all applications, associated assets, and required attributes are mapped as a Business Application.",Baseline
Asset Management,AM,AM-TR-1000,0,0,,"Process Owners (i.e., the role that builds the asset) shall ensure that required discovery agents are installed upon instantiation of a system and required discovery credentials are enabled and provided to the IT Asset Management Team. Installation of the discovery agents should follow the IT Asset Management documentation.",Baseline
Asset Management,AM,AM-TR-1100,0,0,,"Process Owners (e.g., Network Managers, Systems Administrators) must ensure the IT Asset Management Team is made aware of new networks or IT asset devices being installed on the network and all particulars necessary for discovering networks and assets within a reasonable period of time.",Baseline
Asset Management,AM,AM-TR-1200,0,0,,"Process Owners (i.e., the role that builds the asset) shall ensure that each asset is assigned to the requesting business unit and application upon instantiation of the system.",Baseline
